_id,score,user_id,anime_id
666a7cd920b09da8945897db,10,95043,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897dc,10,29164,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897dd,6,35548,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897de,10,73880,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897df,9,24698,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e0,10,63075,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e1,9,3780,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e2,10,73315,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e3,10,21511,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e4,8,89770,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e5,9,36431,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e6,10,89848,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e7,10,6988,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e8,7,7770,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897e9,7,16195,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897ea,9,35062,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897eb,9,7281,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897ec,8,85865,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897ed,10,32195,6658a7bce78a105a02fbc1a5
666a7cd920b09da8945897ee,9,43882,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897ef,10,38226,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f0,9,6169,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f1,3,89489,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f2,10,7834,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f3,5,42203,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f4,9,84619,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f5,1,84483,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f6,9,55026,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f7,3,38793,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f8,6,29924,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897f9,9,44435,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897fa,8,73023,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897fb,9,53212,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897fc,4,55471,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897fd,9,58361,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897fe,6,60793,6658a7bce78a105a02fbc18d
666a7cd920b09da8945897ff,8,60885,6658a7bce78a105a02fbc18d
666a7cd920b09da894589800,10,41974,6658a7bce78a105a02fbc18d
666a7cd920b09da894589801,10,96768,6658a7bce78a105a02fbc18d
666a7cd920b09da894589802,7,86454,6658a7bce78a105a02fbc830
666a7cd920b09da894589803,8,80075,6658a7bce78a105a02fbc830
666a7cd920b09da894589804,10,61521,6658a7bce78a105a02fbc830
666a7cd920b09da894589805,9,63435,6658a7bce78a105a02fbc830
666a7cd920b09da894589806,8,14535,6658a7bce78a105a02fbc830
666a7cd920b09da894589807,9,16636,6658a7bce78a105a02fbc830
666a7cd920b09da894589808,10,45603,6658a7bce78a105a02fbc830
666a7cd920b09da894589809,9,712,6658a7bce78a105a02fbc830
666a7cd920b09da89458980a,9,57501,6658a7bce78a105a02fbc830
666a7cd920b09da89458980b,9,88420,6658a7bce78a105a02fbc830
666a7cd920b09da89458980c,8,51675,6658a7bce78a105a02fbc830
666a7cd920b09da89458980d,9,83666,6658a7bce78a105a02fbc0dd
666a7cd920b09da89458980e,8,12911,6658a7bce78a105a02fbc0dd
666a7cd920b09da89458980f,6,90798,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589810,9,39526,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589811,1,49168,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589812,6,7869,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589813,9,7228,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589814,10,71185,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589815,9,82648,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589816,5,63951,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589817,8,39503,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589818,10,57348,6658a7bce78a105a02fbc0dd
666a7cd920b09da894589819,6,2381,6658a7bce78a105a02fbc0dd
666a7cd920b09da89458981a,4,6973,6658a7bce78a105a02fbc0dd
666a7cd920b09da89458981b,8,68563,6658a7bce78a105a02fbc0dd
666a7cd920b09da89458981c,8,91253,6658a7bce78a105a02fbc0dd
666a7cd920b09da89458981d,10,43882,6658a7bce78a105a02fbbf41
666a7cd920b09da89458981e,10,79331,6658a7bce78a105a02fbbf41
666a7cd920b09da89458981f,10,10280,6658a7bce78a105a02fbbf41
666a7cd920b09da894589820,4,26167,6658a7bce78a105a02fbbf41
666a7cd920b09da894589821,9,80056,6658a7bce78a105a02fbbf41
666a7cd920b09da894589822,6,27108,6658a7bce78a105a02fbbf41
666a7cd920b09da894589823,5,58068,6658a7bce78a105a02fbbf41
666a7cd920b09da894589824,4,59883,6658a7bce78a105a02fbbf41
666a7cd920b09da894589825,3,65862,6658a7bce78a105a02fbbf41
666a7cd920b09da894589826,9,4681,6658a7bce78a105a02fbbf41
666a7cd920b09da894589827,5,25643,6658a7bce78a105a02fbbf41
666a7cd920b09da894589828,10,75627,6658a7bce78a105a02fbbf41
666a7cd920b09da894589829,7,67263,6658a7bce78a105a02fbbf41
666a7cd920b09da89458982a,6,46905,6658a7bce78a105a02fbbf41
666a7cd920b09da89458982b,9,9,6658a7bce78a105a02fbbf41
666a7cd920b09da89458982c,10,11983,6658a7bce78a105a02fbbf41
666a7cd920b09da89458982d,10,52358,6658a7bce78a105a02fbbf41
666a7cd920b09da89458982e,8,25989,6658a7bce78a105a02fbbf41
666a7cd920b09da89458982f,10,13767,6658a7bce78a105a02fbbf41
666a7cd920b09da894589830,2,26513,6658a7bce78a105a02fbbf41
666a7cd920b09da894589831,7,38117,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589832,7,50140,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589833,10,35436,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589834,8,15787,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589835,1,98411,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589836,9,43396,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589837,10,8849,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589838,8,93860,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589839,5,59212,6658a7bce78a105a02fbbfc3
666a7cd920b09da89458983a,7,93635,6658a7bce78a105a02fbbfc3
666a7cd920b09da89458983b,10,69636,6658a7bce78a105a02fbbfc3
666a7cd920b09da89458983c,2,44695,6658a7bce78a105a02fbbfc3
666a7cd920b09da89458983d,9,81590,6658a7bce78a105a02fbbfc3
666a7cd920b09da89458983e,9,85882,6658a7bce78a105a02fbbfc3
666a7cd920b09da89458983f,7,17306,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589840,4,73984,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589841,8,9661,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589842,8,17010,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589843,1,60673,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589844,1,52745,6658a7bce78a105a02fbbfc3
666a7cd920b09da894589845,8,86454,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589846,10,58536,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589847,8,80532,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589848,9,82573,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589849,5,71888,6658a7bce78a105a02fbc1d9
666a7cd920b09da89458984a,10,59847,6658a7bce78a105a02fbc1d9
666a7cd920b09da89458984b,4,30121,6658a7bce78a105a02fbc1d9
666a7cd920b09da89458984c,10,86849,6658a7bce78a105a02fbc1d9
666a7cd920b09da89458984d,8,60986,6658a7bce78a105a02fbc1d9
666a7cd920b09da89458984e,6,89386,6658a7bce78a105a02fbc1d9
666a7cd920b09da89458984f,8,76240,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589850,7,68648,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589851,9,55152,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589852,10,77186,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589853,9,8019,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589854,9,69691,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589855,10,1511,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589856,9,65734,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589857,9,5695,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589858,9,34732,6658a7bce78a105a02fbc1d9
666a7cd920b09da894589859,7,83666,6658a7bce78a105a02fbe042
666a7cd920b09da89458985a,10,68757,6658a7bce78a105a02fbe042
666a7cd920b09da89458985b,8,8365,6658a7bce78a105a02fbe042
666a7cd920b09da89458985c,3,46332,6658a7bce78a105a02fbe042
666a7cd920b09da89458985d,10,84127,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458985e,9,44808,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458985f,10,26072,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589860,8,6881,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589861,7,48255,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589862,8,74475,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589863,4,23669,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589864,9,33181,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589865,3,10846,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589866,1,92790,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589867,8,52710,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589868,9,73166,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589869,10,31312,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458986a,9,42976,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458986b,8,95077,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458986c,9,49724,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458986d,9,89552,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458986e,10,73537,6658a7bce78a105a02fbc0fb
666a7cd920b09da89458986f,5,67038,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589870,10,15696,6658a7bce78a105a02fbc0fb
666a7cd920b09da894589871,8,42569,6658a7bce78a105a02fbc574
666a7cd920b09da894589872,8,43244,6658a7bce78a105a02fbc574
666a7cd920b09da894589873,1,42203,6658a7bce78a105a02fbc574
666a7cd920b09da894589874,8,1021,6658a7bce78a105a02fbc574
666a7cd920b09da894589875,6,34793,6658a7bce78a105a02fbc574
666a7cd920b09da894589876,8,58915,6658a7bce78a105a02fbc574
666a7cd920b09da894589877,10,12171,6658a7bce78a105a02fbc574
666a7cd920b09da894589878,9,95496,6658a7bce78a105a02fbc574
666a7cd920b09da894589879,2,1162,6658a7bce78a105a02fbc574
666a7cd920b09da89458987a,9,18183,6658a7bce78a105a02fbc574
666a7cd920b09da89458987b,3,88574,6658a7bce78a105a02fbc574
666a7cd920b09da89458987c,8,51209,6658a7bce78a105a02fbc574
666a7cd920b09da89458987d,9,38774,6658a7bce78a105a02fbc574
666a7cd920b09da89458987e,8,90798,6658a7bce78a105a02fbc574
666a7cd920b09da89458987f,9,11499,6658a7bce78a105a02fbc574
666a7cd920b09da894589880,4,68563,6658a7bce78a105a02fbc574
666a7cd920b09da894589881,7,20494,6658a7bce78a105a02fbc574
666a7cd920b09da894589882,10,84406,6658a7bce78a105a02fbc574
666a7cd920b09da894589883,9,89772,6658a7bce78a105a02fbc574
666a7cd920b09da894589884,8,31054,6658a7bce78a105a02fbc574
666a7cd920b09da894589885,10,97475,6658a7bce78a105a02fbc2db
666a7cd920b09da894589886,5,23677,6658a7bce78a105a02fbc2db
666a7cd920b09da894589887,10,4578,6658a7bce78a105a02fbc2db
666a7cd920b09da894589888,9,9854,6658a7bce78a105a02fbc2db
666a7cd920b09da894589889,10,40687,6658a7bce78a105a02fbc2db
666a7cd920b09da89458988a,3,93522,6658a7bce78a105a02fbc2db
666a7cd920b09da89458988b,10,68124,6658a7bce78a105a02fbc2db
666a7cd920b09da89458988c,9,99735,6658a7bce78a105a02fbc2db
666a7cd920b09da89458988d,9,1162,6658a7bce78a105a02fbc2db
666a7cd920b09da89458988e,10,60374,6658a7bce78a105a02fbc2db
666a7cd920b09da89458988f,9,83675,6658a7bce78a105a02fbc2db
666a7cd920b09da894589890,6,73154,6658a7bce78a105a02fbc2db
666a7cd920b09da894589891,10,56091,6658a7bce78a105a02fbc2db
666a7cd920b09da894589892,2,13650,6658a7bce78a105a02fbc2db
666a7cd920b09da894589893,10,15609,6658a7bce78a105a02fbc2db
666a7cd920b09da894589894,10,71309,6658a7bce78a105a02fbc2db
666a7cd920b09da894589895,8,14666,6658a7bce78a105a02fbc2db
666a7cd920b09da894589896,10,49457,6658a7bce78a105a02fbc2db
666a7cd920b09da894589897,9,26651,6658a7bce78a105a02fbc2db
666a7cd920b09da894589898,2,83034,6658a7bce78a105a02fbc2db
666a7cd920b09da894589899,8,9799,6658a7bce78a105a02fbc572
666a7cd920b09da89458989a,10,97780,6658a7bce78a105a02fbc572
666a7cd920b09da89458989b,1,37562,6658a7bce78a105a02fbc572
666a7cd920b09da89458989c,7,23723,6658a7bce78a105a02fbc572
666a7cd920b09da89458989d,3,3305,6658a7bce78a105a02fbc572
666a7cd920b09da89458989e,4,64078,6658a7bce78a105a02fbc572
666a7cd920b09da89458989f,6,31343,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a0,10,70503,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a1,1,68614,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a2,9,90564,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a3,8,27385,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a4,8,31851,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a5,5,49718,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a6,8,85143,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a7,8,55438,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a8,7,39110,6658a7bce78a105a02fbc572
666a7cd920b09da8945898a9,4,59557,6658a7bce78a105a02fbc572
666a7cd920b09da8945898aa,7,14541,6658a7bce78a105a02fbc572
666a7cd920b09da8945898ab,4,42203,6658a7bce78a105a02fbc572
666a7cd920b09da8945898ac,7,55313,6658a7bce78a105a02fbc572
666a7cd920b09da8945898ad,9,60756,6658a7bce78a105a02fbc305
666a7cd920b09da8945898ae,8,4681,6658a7bce78a105a02fbc305
666a7cd920b09da8945898af,9,27105,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b0,9,84127,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b1,5,83675,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b2,9,75245,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b3,10,67571,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b4,8,24265,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b5,10,11385,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b6,9,62796,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b7,9,59516,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b8,10,26300,6658a7bce78a105a02fbc305
666a7cd920b09da8945898b9,9,14792,6658a7bce78a105a02fbc305
666a7cd920b09da8945898ba,10,65279,6658a7bce78a105a02fbc305
666a7cd920b09da8945898bb,8,30524,6658a7bce78a105a02fbc305
666a7cd920b09da8945898bc,9,34418,6658a7bce78a105a02fbc305
666a7cd920b09da8945898bd,9,86577,6658a7bce78a105a02fbc305
666a7cd920b09da8945898be,10,82471,6658a7bce78a105a02fbc305
666a7cd920b09da8945898bf,9,52790,6658a7bce78a105a02fbc305
666a7cd920b09da8945898c0,8,25338,6658a7bce78a105a02fbc305
666a7cd920b09da8945898c1,9,79184,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c2,7,71511,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c3,10,30416,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c4,7,61372,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c5,8,97767,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c6,6,60810,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c7,7,67207,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c8,8,59138,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898c9,8,49239,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898ca,7,72855,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898cb,7,14649,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898cc,6,40651,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898cd,6,88582,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898ce,4,81315,6658a7bce78a105a02fbca6b
666a7cd920b09da8945898cf,5,93768,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d0,10,66477,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d1,5,10628,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d2,10,75173,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d3,1,42203,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d4,2,85365,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d5,9,38117,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d6,8,70813,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d7,4,46161,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d8,4,79961,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898d9,5,10280,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898da,7,95077,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898db,9,34534,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898dc,5,78364,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898dd,10,30999,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898de,1,45882,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898df,9,70055,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898e0,8,7834,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898e1,8,88964,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898e2,10,63917,6658a7bce78a105a02fbbf40
666a7cd920b09da8945898e3,9,11983,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898e4,5,7834,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898e5,5,1162,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898e6,7,48345,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898e7,2,46334,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898e8,2,85105,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898e9,3,6881,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898ea,3,33469,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898eb,7,22813,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898ec,6,25025,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898ed,9,10864,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898ee,5,2133,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898ef,5,38246,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898f0,5,6345,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898f1,8,81624,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898f2,7,75178,6658a7bce78a105a02fbc2de
666a7cd920b09da8945898f3,10,38117,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898f4,4,23718,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898f5,10,42942,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898f6,3,47796,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898f7,6,53131,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898f8,1,9053,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898f9,10,11131,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898fa,8,25643,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898fb,8,7834,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898fc,10,58208,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898fd,6,33235,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898fe,10,1948,6658a7bce78a105a02fbbf3b
666a7cd920b09da8945898ff,9,21839,6658a7bce78a105a02fbbf3b
666a7cd920b09da894589900,10,30930,6658a7bce78a105a02fbbf3b
666a7cd920b09da894589901,10,73093,6658a7bce78a105a02fbbf3b
666a7cd920b09da894589902,6,35503,6658a7bce78a105a02fbbf3b
666a7cd920b09da894589903,1,44298,6658a7bce78a105a02fbbf3b
666a7cd920b09da894589904,10,46334,6658a7bce78a105a02fbbf3b
666a7cd920b09da894589905,7,11983,6658a7bce78a105a02fbbf3b
